indx,tag,speaker,line,label,desc,bin_label
954,TRAIN_0_954,David," These are a collector's. There's a woman in Paris that makes them by hand, so...",,,0
955,TRAIN_0_955,Stevie, My car's worth less than your pants.,,,0
956,TRAIN_0_956,David," Well, I've seen your car and that makes sense to me.",,,0
957,TRAIN_1_957,Stevie, Okay then. Right. We'll try to get $850 dollars for your pants. ,SARCASTIC, Stevie knows that they will not be able to sell David’s pants for $850 Keep or sell?,1
958,TRAIN_0_958,David, I don't know.,,,0
959,TRAIN_0_959,Alexis, Oh...,,,0
960,TRAIN_0_960,Johnny," You know, I think the reason our kids are so casual with us is because they think of us as their friends. ",,,0
961,TRAIN_0_961,Moira," Hmm, no.",,,0
962,TRAIN_0_962,Johnny," No, it's obvious. It's obvious, Moira, right? Because we're hip parents.",,,0
963,TRAIN_0_963,Moira," Oh, John...",,,0
964,TRAIN_0_964,Johnny, And that comes at a price.,,,0
965,TRAIN_0_965,Moira," John, we're not hip. I'm hipper than you but in our childrens' eyes we are the polar antonym of hip.",,,0
966,TRAIN_0_966,Johnny," Well, somehow we've lost touch with our kids. We've become complete strangers.",,,0
967,TRAIN_0_967,Twyla, Hey! Have we decided?,,,0
968,TRAIN_0_968,Moira," Just coffee, please. ",,,0
969,TRAIN_0_969,Johnny," Uh... Twyla, do you get along with your parents?",,,0
970,TRAIN_0_970,Twyla, I did. It's a little different now. My mom has this thing where half the time she thinks I'm her cousin Angela. And it's getting harder and harder to coordinate visitation times with my dad in prison. ,,,0
971,TRAIN_0_971,Johnny, I'm sorry I asked. ,,,0
972,TRAIN_0_972,Twyla," Oh, that's okay! I'll get you your coffees.",,,0
973,TRAIN_0_973,Johnny, Your mother and I have been talking and we've come to the realization that we've not been very good parents. ,,,0
974,TRAIN_0_974,Moira," Sadly, and most of the time, we have no interest in what's going on with you. ",,,0
975,TRAIN_0_975,Johnny," We have no idea what. 'Cause she means no idea. We have lost touch as a family and if we're gonna get through this ordeal together, we have got to get reacquainted. Now, back at Rose Video, we had management retreats where we would play fun team-building exercises- ",,,0
976,TRAIN_1_976,David, You also had company-wide spa days. Why don't we try that? ,RHETORICAL, David knows that they can’t afford a spa day. But he does not want to play team-building games,1
977,TRAIN_0_977,Johnny," And one of the ice breakers at these retreats was a game that was always a hit.  And it was a game where somebody would tell a lie about themselves, and then a truth, and then another lie, and everybody would have to guess which one was the lie. ",,,0
978,TRAIN_0_978,Moira," No, Johnny, they had to guess which one was the truth. ",,,0
979,TRAIN_0_979,Johnny, Mm... which one was the lie.,,,0
980,TRAIN_0_980,David, It's just-it's just one lie.,,,0
981,TRAIN_0_981,Johnny, What did I say? ,,,0
982,TRAIN_0_982,Alexis, You said two lies. ,,,0
983,TRAIN_0_983,Johnny," Well, it is two lies. ",,,0
984,TRAIN_0_984,Alexis," No, it's- ",,,0
985,TRAIN_0_985,David," No, the game is ""two truths and a lie.""",,,0
986,TRAIN_0_986,Johnny, It's truth.,,,0
987,TRAIN_0_987,David, That's the game.,,,0
988,TRAIN_0_988,Johnny, So you've heard of it. You've heard of it.,,,0
989,TRAIN_0_989,Alexis," Well, yeah, because babies play that at their birthday parties. ",,,0
990,TRAIN_0_990,Johnny," Okay, whatever. It's a good game. Okay? Now, here's how it goes. I'll give you an example.",,,0
991,TRAIN_1_991,David," Why don't I start? Um, I'm miserable, drunk, and hate this game. So... here's a hint... Sadly, I'm not drunk. ",SARCASTIC, David is not sad he’s not drunk. He’s being dramatic,1
992,TRAIN_0_992,Johnny," Okay, wrong attitude. That's the wrong-right off the top!",,,0
993,TRAIN_0_993,Alexis," Okay, my turn, my turn, my turn. Um... okay. My eyes are brown, I am basically sample-sized, and one time I escaped from a Thai drug lord's car trunk by bribing him with s*x. ",,,0
994,TRAIN_0_994,Johnny," Right idea, honey, but you know what? It's gotta be more challenging for everybody-",,,0
995,TRAIN_0_995,Moira, Her eyes are aqua.,,,0
996,TRAIN_0_996,Johnny, You did what?,,,0
997,TRAIN_0_997,Alexis, I'm kidding! I clearly would never bribe anybody with s*x.,,,0
998,TRAIN_0_998,Johnny, When were you in Thailand?!,,,0
999,TRAIN_0_999,Alexis, I told you that I was on spring break. Everyone can just calm down because Aroon was a lovely gentleman until he ran out of money.,,,0
1000,TRAIN_1_1000,David, How many people do you know that are currently in the prison system? Is it like twelve...? ,SARCASTIC," David is pointing out that many of Alexis’s acquaintances are criminals, but he does not want to know exactly how many are in the prison system",1
1001,TRAIN_0_1001,Alexis," Um, I'm pretty sure just two. ",,,0
1002,TRAIN_0_1002,Johnny," All right, that's enough. Good game. Good game, everybody! Alexis you're grounded.",,,0
1003,TRAIN_0_1003,Alexis," No! That was ten years ago, and everybody does dumb stuff in high school.",,,0
1004,TRAIN_0_1004,Johnny, You were 17?! Did you know this? ,,,0
1005,TRAIN_0_1005,Moira, As if. I don't do girl talk. ,,,0
1006,TRAIN_0_1006,Alexis," Okay, everybody does dumb stuff everywhere.  For example, I saw Mutt today - the guy that lives in the barn - making out... with the mayor's wife. ",,,0
1007,TRAIN_0_1007,Moira, What's-her-face?! ,,,0
1008,TRAIN_0_1008,Alexis, Mm-hmm. ,,,0
1009,TRAIN_0_1009,Johnny, And the homeless kid? ,,,0
1010,TRAIN_0_1010,Alexis, Mm-hmm. Guys like that will bone anything. ,,,0
1011,TRAIN_0_1011,David," Well, not anything. ",,,0
1012,TRAIN_0_1012,Alexis, Stop. ,,,0
1013,TRAIN_0_1013,David, 'Cause that would mean... ,,,0
1014,TRAIN_0_1014,Alexis, Stop. Stop. ,,,0
1015,TRAIN_0_1015,David, That would include... ,,,0
1016,TRAIN_0_1016,Alexis, Stop it. ,,,0
1017,TRAIN_0_1017,David, You. Which it doesn't. ,,,0
1018,TRAIN_0_1018,Alexis, Don't. ,,,0
1019,TRAIN_0_1019,Moira, Ew. ,,,0
1020,TRAIN_0_1020,Johnny," You know, I remember when Alexis was just a chubby-faced little girl racing around the house in that banned babywalker, and now she's spending time... In a drug lord's trunk?!",,,0
1021,TRAIN_0_1021,Twyla," Oh, that is my favourite Liam Neeson movie. ",,,0
1022,TRAIN_0_1022,Moira," Johnny. Johnny, look who's come in.",,,0
1023,TRAIN_0_1023,Johnny, Is it true?,,,0
1024,TRAIN_0_1024,Moira, Politician's neglected wife sleeps with a ranch hand. I love it.,,,0
1025,TRAIN_0_1025,Johnny, He's not a ranch hand. He's a vagrant in a barn.,,,0
1026,TRAIN_0_1026,Moira, Hi there!,,,0
1027,TRAIN_0_1027,Jocelyn, Moira. ,,,0
1028,TRAIN_0_1028,Johnny, Jocelyn. Hi.,,,0
1029,TRAIN_0_1029,Jocelyn," Johnny, hi.",,,0
1030,TRAIN_0_1030,Moira, You look amazing. Utterly alive.,,,0
1031,TRAIN_0_1031,Jocelyn, I don't feel it. My lower back is completely shot.,,,0
1032,TRAIN_0_1032,Moira," Oh, dear. Why would that be?",,,0
1033,TRAIN_0_1033,Jocelyn, Age? Even the slightest twitch in bed throws it out.,,,0
1034,TRAIN_0_1034,Moira, Perhaps a new position would help? Would like to join us?,,,0
1035,TRAIN_0_1035,Jocelyn," No, I ate already. Couldn't put another thing in my mouth.",,,0
1036,TRAIN_0_1036,Johnny," Well, that's...",,,0
1037,TRAIN_0_1037,Moira, Okay. All right then.,,,0
1038,TRAIN_0_1038,David, Oh my God.,,,0
1039,TRAIN_0_1039,Stevie," They sell all kinds of stuff. Hey, Wayne.",,,0
1040,TRAIN_0_1040,Wayne," Hey, Stevie.",,,0
1041,TRAIN_0_1041,Stevie, Um... so this is my friend David.,,,0
1042,TRAIN_0_1042,David, David Rose. What are your consignment percentages?,,,0
1043,TRAIN_0_1043,Stevie," Uh, this is a thrift shop.",,,0
1044,TRAIN_0_1044,David, Okay. Do you have sales representative? Who will be pricing these items?,,,0
1045,TRAIN_0_1045,Wayne, Uh... me.,,,0
1046,TRAIN_0_1046,David," Okay. Is there a problem, Wayne?",,,0
1047,TRAIN_0_1047,Wayne," It's just... I can't really use any of this. It's too, you know...",,,0
1048,TRAIN_0_1048,Stevie, Funky?,,,0
1049,TRAIN_1_1049,Wayne, Sure. Let's go with that. ,SARCASTIC," Wayne doesn’t like the stuff, but doesn’t want to be rude, so he agrees with Stevie’s word of “funky.”",1
1050,TRAIN_0_1050,David," Okay, let's take your oily hands off my clothes. ",,,0
1051,TRAIN_0_1051,Stevie, You sure you can't take any of this stuff? Some of this stuff's pretty good. ,,,0
1052,TRAIN_0_1052,Wayne, Um... maybe we can use the sneakers.,,,0
1053,TRAIN_0_1053,David," Maybe the sneakers? This is French suede, with a vulcanized-rubber instep, okay? You've lost my trust and my business, so... We'll be leaving now.",,,0
1054,TRAIN_0_1054,Stevie, Sorry.,,,0
1055,TRAIN_1_1055,David, What is this place? What is this place?! ,RHETORICAL, David knows it is a thrift store. He is communicating his distain for the place to Stevie,1
1056,TRAIN_0_1056,Alexis, Ha! Ugh!,,,0
1057,TRAIN_0_1057,Mutt, So... what happened to you yesterday?,,,0
1058,TRAIN_0_1058,Alexis, What happened to me?,,,0
1059,TRAIN_0_1059,Mutt," Yeah, I came back you were gone.",,,0
1060,TRAIN_0_1060,Alexis," Well, I had to do most of the shift by myself. So thank God I had my rape whistle.",,,0
1061,TRAIN_0_1061,Mutt, Sorry. I had some stuff I had to take care of.,,,0
1062,TRAIN_0_1062,Alexis, And did you get your stuff taken care of?,,,0
1063,TRAIN_0_1063,Mutt," Yeah, I guess.",,,0
1064,TRAIN_0_1064,Alexis," 'Cause it... It seems to me like you get your stuff taken care of pretty regularly. By multiple people, if you know what I mean.",,,0
1065,TRAIN_0_1065,Mutt, I don't.,,,0
1066,TRAIN_0_1066,Alexis," Look, I know you probably think that you're this handsome man around town who's like... Handsome, mysterious... And handsome and homeless-y but you're better than that, you know? ",,,0
1067,TRAIN_0_1067,Mutt, What?,,,0
1068,TRAIN_0_1068,Alexis," Like, I don't judge. Trust me. I have been... I have been in the middle of some very messy group scenarios and I know how weird it can be, so... Mutt", Are you okay? ,,0
1069,TRAIN_0_1069,Alexis, Yeah. I'm just saying that your secret is safe with me. Wink.,,,0
1070,TRAIN_0_1070,Moira," Let me just say, I get it. How much can one person take?",,,0
1071,TRAIN_0_1071,Johnny," Well, may-maybe this is not our place, Moira.",,,0
1072,TRAIN_0_1072,Moira, And where does all that pent up energy go?,,,0
1073,TRAIN_0_1073,Jocelyn, I should go.,,,0
1074,TRAIN_0_1074,Roland, Hey...,,,0
1075,TRAIN_0_1075,Jocelyn, Hey.,,,0
1076,TRAIN_0_1076,Roland, Where have you been? I've been looking for you all morning.,,,0
1077,TRAIN_0_1077,Jocelyn, Around. Doing stuff.,,,0
1078,TRAIN_0_1078,Roland," Well, I tried calling you.",,,0
1079,TRAIN_0_1079,Jocelyn, I must have turned my phone off by mistake.,,,0
1080,TRAIN_0_1080,Roland," Joce, did you see him again today?",,,0
1081,TRAIN_0_1081,Jocelyn, See who?,,,0
1082,TRAIN_0_1082,Roland," Oh, geez, you know I told you, you can see him as much as you want, just don't keep it a secret from me, okay? I wanna know everything you two are doing.",,,0
1083,TRAIN_0_1083,Jocelyn," Look, half the time I'm there he doesn't even want me there. I just can't help myself.",,,0
1084,TRAIN_0_1084,Roland," Well, you love him.",,,0
1085,TRAIN_0_1085,Jocelyn, Yeah.,,,0
1086,TRAIN_0_1086,Roland," I love him too, but the kid's an idiot.",,,0
1087,TRAIN_0_1087,Jocelyn," It's our son, Mutt. We're talking about our son. ",,,0
1088,TRAIN_0_1088,Roland, Yeah.,,,0
1089,TRAIN_0_1089,Johnny, Oh!,,,0
1090,TRAIN_0_1090,Roland, Our son.,,,0
1091,TRAIN_0_1091,Moira, Oh!,,,0
1092,TRAIN_0_1092,Roland, You done with that? Got it.,,,0
1093,TRAIN_0_1093,Johnny," No, I wasn't. I wasn't uh...",,,0
1094,TRAIN_0_1094,Roland," Yeah, he turned into a real nutbar. Doesn't drive in cars, he won't use anything plastic. Good luck with birth control, right? ",,,0
1095,TRAIN_0_1095,Jocelyn, And then we see you with your kids and you're so... together. What's your secret?,,,0
1096,TRAIN_0_1096,Moira, Listening is so very important.,,,0
1097,TRAIN_0_1097,Johnny, So important to listen... To your kids. ,,,0
1098,TRAIN_0_1098,Jocelyn," See, Roland? Listening.",,,0
1099,TRAIN_0_1099,Roland," Excuse me, I listen to the kid. If he'd listened to me, he wouldn't be sitting in a hut, making his own underwear.",,,0
1100,TRAIN_0_1100,David, The Internet is a breeding ground for freaks.,,,0
1101,TRAIN_0_1101,Stevie, What're you doing?,,,0
1102,TRAIN_0_1102,David," Well, I just ""sold"" a pair of sunglasses on here and now dieforfash87 is telling me she won't pay 'cause she thinks they're fake.",,,0
1103,TRAIN_0_1103,Stevie, Okay. Um... How about we move away-,,,0
1104,TRAIN_0_1104,David, No! I don't even wanna sell these things. These clothes are all that I have. Everything else has been taken from me.,,,0
1105,TRAIN_0_1105,Stevie," Well, you have your family...",,,0
1106,TRAIN_0_1106,David," What's your point? I am having a very hard time right now dealing with the idea that people think that my things are worthless, Or funky, or... ",,,0
1107,TRAIN_0_1107,Stevie, Sorry.,,,0
1108,TRAIN_0_1108,David,...fake. Does it look like I shop on Canal Street?,,,0
1109,TRAIN_0_1109,Stevie, No...,,,0
1110,TRAIN_0_1110,David, Okay.,,,0
1111,TRAIN_0_1111,Stevie," People here don't know anything, okay? Wayne huffs keyboard cleaner for a living.",,,0
1112,TRAIN_0_1112,David," Well, that's not surprising.",,,0
1113,TRAIN_0_1113,Stevie," You're playing to the wrong crowd. You're-you have great clothes. I like some of this stuff. Like... like this. Like, I like this. Ooh! Ooh... I like this. This gives me an idea.",,,0
1114,TRAIN_0_1114,Mutt, So why would I sleep with my mother?,,,0
1115,TRAIN_0_1115,Alexis," Well, now that I know that she's your mother, that makes a lot more sense to me.",,,0
1116,TRAIN_0_1116,Mutt, And you normally go around spying on people?,,,0
1117,TRAIN_0_1117,Alexis," Um, you left me here to be abducted by long haul truckers. I just went to find you. So why are you sneaking around with your mom anyway? What's the big... secret?",,,0
1118,TRAIN_0_1118,Mutt," It's my dad. We don't really get along. He really takes the whole mayor tradition in the family thing seriously and I'm just not that down into labels, you know?",,,0
1119,TRAIN_0_1119,Alexis," ""Labels?""",,,0
1120,TRAIN_0_1120,Mutt, Yeah.,,,0
1121,TRAIN_0_1121,Alexis, And you wonder why I make fun of you.,,,0
1122,TRAIN_0_1122,Mutt," Oh, and you are totally in sync with your parents?",,,0
1123,TRAIN_1_1123,Alexis," Um... yeah, because they always wanted a daughter with a record, who dropped out of college, so... Pretty much delivered on that one. ",SARCASTIC, Alexis dropping out of college and having a criminal record is a disappointment for her parents,1
1124,TRAIN_0_1124,Alexis, Ugh! Oh!,,,0
1125,TRAIN_0_1125,Stevie," Okay, this is gonna cheer you up.",,,0
1126,TRAIN_0_1126,Stevie," So I thought you might be lonely without your clothes. So if this isn't too dirty for you, I could help take care of your stuff.",,,0
1127,TRAIN_0_1127,David," Wait, you wanna have s*x with me?",,,0
1128,TRAIN_0_1128,Stevie, No. I don't think anybody has s*x in here unless they're being paid for it. I thought this might be a good place to store your clothes.,,,0
1129,TRAIN_0_1129,David, Is this a safe place?,,,0
1130,TRAIN_0_1130,Stevie," Yes. I'm the only with a key. But there's a catch. I get to wear whatever I want, anytime I want.",,,0
1131,TRAIN_0_1131,David, Fine.,,,0
1132,TRAIN_0_1132,Johnny, Wow! Our son's clothes are no longer in our closet. Something I said finally got through.,,,0
1133,TRAIN_0_1133,David, I just found somewhere else to put them.,,,0
1134,TRAIN_0_1134,Johnny, I can't hear you from in there.,,,0
1135,TRAIN_0_1135,David, I found somewhere else to put them!,,,0
1136,TRAIN_0_1136,Johnny," Well, subconsciously I got through. David? Alexis? Can you come here please?",,,0
1137,TRAIN_0_1137,Woman on TV," Oh, I don't know. Maybe the text I got from her saying you left your ring in the sauna... ",,,0
1138,TRAIN_0_1138,Johnny, David?! Alexis?!,,,0
1139,TRAIN_0_1139,Moira," They're not going to come, dear.",,,0
1140,TRAIN_0_1140,Johnny," Well, how widespread is that news?",,,0
1141,TRAIN_0_1141,Woman on TV, I can hear the Deal sign.,,,0
1142,TRAIN_0_1142,Johnny, Talk about salacious!,,,0
1143,TRAIN_0_1143,Man on TV, He had long day at work. I ran into Tanya on the street. ,,,0
1144,TRAIN_0_1144,Moira, He cut off his what?!,,,0
1145,TRAIN_0_1145,Alexis," Wait, what? – ",,,0
1146,TRAIN_0_1146,Johnny, Okay.,,,0
1147,TRAIN_0_1147,David, How did it happen?,,,0
1148,TRAIN_0_1148,Johnny," Look, I just, uh... I just want to make sure that, uh, you know, we're all okay. ",,,0
1149,TRAIN_0_1149,Alexis, What were we not okay about?,,,0
1150,TRAIN_0_1150,Johnny, About your mother and me feeling disconnected from you two.,,,0
1151,TRAIN_1_1151,David, We are literally connected by a door that does not lock. How much... how much more connected do you wanna be? ,RHETORICAL, David does not want the answer to this question. He is pointing out that they could not be physically any closer,1
